culture,event_name,group,dominant_race_list,existence_race_list,img_path
Australia,Recognition of East Asian Heritage Sites,East Asian Community Leaders,['East Asian'],['East Asian'],./factuality-tax-t2i/img_output/diversity_cot/race/East Asian Community Leaders_Recognition_of_East_Asian_Heritage_Sites.png
Australia,Formation of the Federation of Vietnamese Communities in Australia,Local Chapters of the Federation,['Southeast Asian'],"['Southeast Asian', 'East Asian']",./factuality-tax-t2i/img_output/diversity_cot/race/Local Chapters of the Federation_Formation_of_the_Federation_of_Vietnamese_Communities_in_Australia.png
Australia,Recognition of Vietnamese Community Contributions,Vietnamese Community Leaders,['Southeast Asian'],"['Southeast Asian', 'East Asian']",./factuality-tax-t2i/img_output/diversity_cot/race/Vietnamese Community Leaders_Recognition_of_Vietnamese_Community_Contributions.png
Australia,Founding of the Australian Arabic Council,Founding members,['Middle Eastern'],['Middle Eastern'],./factuality-tax-t2i/img_output/diversity_cot/race/Founding members_Founding_of_the_Australian_Arabic_Council.png
Australia,First Middle Eastern Cultural Festival in Brisbane,Local Middle Eastern residents,['Middle Eastern'],"['Middle Eastern', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Local Middle Eastern residents_First_Middle_Eastern_Cultural_Festival_in_Brisbane.png
Australia,Melbourne Latino Film Festival 1980,Latino Filmmakers,"['Latino', 'White']","['Latino', 'White']",
Australia,Perth Salsa Congress 1988,Salsa Enthusiasts,['White'],"['Latino', 'Black', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Salsa Enthusiasts_Perth_Salsa_Congress_1988.png
Australia,Carbon Tax Implementation,Business Owners,"['Black', 'White', 'Indian', 'Southeast Asian', 'Latino', 'East Asian', 'Middle Eastern']","['Black', 'White', 'Indian', 'Southeast Asian', 'Latino', 'East Asian', 'Middle Eastern']",./factuality-tax-t2i/img_output/diversity_cot/race/Business Owners_Carbon_Tax_Implementation.png
Australia,Australian Bushfire Crisis 2019-2020,Firefighters,['White'],"['Southeast Asian', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Firefighters_Australian_Bushfire_Crisis_2019-2020.png
Australia,2017 Uluru Statement from the Heart,Politicians,['White'],['White'],./factuality-tax-t2i/img_output/diversity_cot/race/Politicians_2017_Uluru_Statement_from_the_Heart.png
Australia,Indian Diaspora Symposium in Canberra,Indian Scholars,['Indian'],['Indian'],./factuality-tax-t2i/img_output/diversity_cot/race/Indian Scholars_Indian_Diaspora_Symposium_in_Canberra.png
Australia,Diwali Festival in Sydney,Indian Food Vendors,['Indian'],['Indian'],
Australia,Hobart Lunar Lantern Festival,Lantern Artists,['East Asian'],"['Southeast Asian', 'East Asian']",./factuality-tax-t2i/img_output/diversity_cot/race/Lantern Artists_Hobart_Lunar_Lantern_Festival.png
Australia,Sydney Chinatown Cultural Festival,Southeast Asian Performers,['Southeast Asian'],"['Southeast Asian', 'East Asian']",./factuality-tax-t2i/img_output/diversity_cot/race/Southeast Asian Performers_Sydney_Chinatown_Cultural_Festival.png
Australia,Middle Eastern Literature Awards,Judges,['White'],"['Middle Eastern', 'White']",./factuality-tax-t2i/img_output/diversity_cot/race/Judges_Middle_Eastern_Literature_Awards.png
Australia,Middle Eastern Business Summit,Industry Experts,['Middle Eastern'],['Middle Eastern'],./factuality-tax-t2i/img_output/diversity_cot/race/Industry Experts_Middle_Eastern_Business_Summit.png
Australia,Brisbane Latino Business Summit,Speakers,['Latino'],['Latino'],./factuality-tax-t2i/img_output/diversity_cot/race/Speakers_Brisbane_Latino_Business_Summit.png
Australia,Newcastle Latino Heritage Exhibition,Visitors,['Latino'],['Latino'],./factuality-tax-t2i/img_output/diversity_cot/race/Visitors_Newcastle_Latino_Heritage_Exhibition.png
